tweet,date,Agent,Role
@LisaKShortt Phoenix &gt; Wanda,2021-09-29 22:17:44,Phoenix,Duelist
@Mackie_Phoenix Those are some wicked sweet screenshots! Looks like your have some fun conquering Aeternum. Thanks for sharing your conquest.,2021-09-29 22:17:44,Phoenix,Duelist
@TheBoykayy Ffss guy😂😂😂,2021-09-29 22:17:28,Phoenix,Duelist
@desanmi_ Lmaooooo na so I save am ffs!,2021-09-29 22:17:14,Phoenix,Duelist
@walruslives40 Phoenix would kill Wanda and then forget about it 5 minutes later,2021-09-29 22:17:04,Phoenix,Duelist
I love phoenix but I honestly can't see him making it,2021-09-29 22:17:02,Phoenix,Duelist
@Phoenix_Comics Thanks for the code! https://t.co/YMcH24szP6,2021-09-29 22:16:59,Phoenix,Duelist
@OhDamnItsShe @Alytee920 Right like??? Have u ever played ace attorney??? Phoenix and Edgeworth def hatefuck,2021-09-29 22:16:45,Phoenix,Duelist
@dmauri32 Oh yeah Jean and the Phoenix another story lol,2021-09-29 22:16:29,Phoenix,Duelist
"@nft_phoenix 51 nft of punk trainer with unique art graphic 0.09 $ETH  
https://t.co/Tg6DUwvfpS https://t.co/VMElYLcMq6",2021-09-29 22:16:12,Phoenix,Duelist
@xIce_Phoenix Here they come: https://t.co/IBlnMSsDma,2021-09-29 22:16:07,Phoenix,Duelist
@_iris_phoenix_ @shawtyastrology @SAlnawrani it’s literally you in office environment 😂,2021-09-29 22:16:03,Phoenix,Duelist
"@Likeordietmr I will make an announcement when the patreon gains the apk, but rn it isnt available to them. You can see what the patreon server will have, early access to any animations and artworks that arent public, as well as a direct line to me to ask any questions you can.",2021-09-29 22:15:54,Phoenix,Duelist
The Arizona Board of Education is hoping to hire more staff that will help the regulatory agency process complaints brought against teachers more quickly.  https://t.co/5kBd7DodGL,2021-09-29 22:15:16,Phoenix,Duelist
"James 3:13

#wise #bible #bibleverse #northvalley #nvalleychurch #phoenix #az https://t.co/QUSzAlKjRi",2021-09-29 22:15:04,Phoenix,Duelist
"Things we lose have a way of coming back to us in the end, if not always in the way we expect.  -- Luna Lovegood, The Order of the Phoenix",2021-09-29 22:15:02,Phoenix,Duelist
"@csave_ @pinkbluepastell @nowidontlikeyou @scarIetbitch2 Comics are irrelevant in this conversation. We’re talking about the movie characters. Before she does anything, she, along with the rest of the Avengers, get switched off. That’s f Phoenix Jean doesn’t incinerate the lot of them. Against either of them, Wanda has a chance. Both..",2021-09-29 22:15:02,Phoenix,Duelist
"ESA is pleased to announce @PowinEnergy is sponsoring #ESACon21. Join us December 1-3 in Phoenix, Arizona for the premier #EnergyStorage event. Register now! https://t.co/I2yyyRgasr https://t.co/uRcbXaTq7t",2021-09-29 22:15:02,Phoenix,Duelist
@Phoenix_Ash3s Foodie pictures on CT sounds like a bottom.,2021-09-29 22:14:41,Phoenix,Duelist
"Want to work at Deloitte? We're hiring in #Phoenix, AZ! Click the link in our bio for details on this job and more: Sr. Big Data Consultant – Hadoop #Database",2021-09-29 22:14:35,Phoenix,Duelist
RAW: New body-cam shows Phoenix officers detaining naked man https://t.co/4DLvm6ptmq,2021-09-29 22:14:28,Phoenix,Duelist
@AngelicoKaren @Phoenix_Bks @AgentSophieL @francescamain Yay! Congratulations!,2021-09-29 22:14:27,Phoenix,Duelist
"Altan lit up like a torch.
He called the Phoenix and the Phoenix came; enveloping him, embracing him, loving him, bringing him back into the fold.",2021-09-29 22:14:23,Phoenix,Duelist
"'I knew I had to go in': Chaparral swimmer Zach Haugen saves lives in San Diego, carries father's legacy https://t.co/ojZ87aIwrT",2021-09-29 22:14:12,Phoenix,Duelist
@against_kim @modestholdings @caseysgenstore @caseysgenstore now you need a location in Arizona! Preferably Chandler or Gilbert area of Phoenix ;),2021-09-29 22:14:09,Phoenix,Duelist
"@TLGAtiena Phoenix sighs nuzzling back.

“You know how nervous I am about being a father.”

He had forgotten he was like a real father to Adili and kujali from what they told ati.",2021-09-29 22:13:52,Phoenix,Duelist
Phoenix RDC - Morte do artista https://t.co/9wJqizEcRg via @YouTube,2021-09-29 22:13:42,Phoenix,Duelist
@ClownWorldHouse @nft_phoenix Send your pic to @dailydose_arts,2021-09-29 22:13:38,Phoenix,Duelist
Phoenix Suns! https://t.co/ey6Lg6cync,2021-09-29 22:13:17,Phoenix,Duelist
@whatSFSaid One of my lovely year 5’s did a  book recommendation yesterday during library. He told them all about Phoenix which he said I’d recommended to him after I’d suggested Varjak. Adore talking to them about books I love and seeing the love spread.,2021-09-29 22:13:09,Phoenix,Duelist
still in Phoenix where is the univerity of phoenix,2021-09-29 22:12:33,Phoenix,Duelist
"I don't think I have ever been so excited for cold weather in my life.

Context: I have always hated cold weather.
More context: I live in Phoenix and ""cold"" is relative.
Final context: My idea of cold is anything &lt;60F. Don't @ me if you can't handle 110F, I live in the desert.",2021-09-29 22:12:31,Phoenix,Duelist
"@Leerzeit The Phoenix Rising my Brother! 
NCSVVIC",2021-09-29 22:12:21,Phoenix,Duelist
@Moonskeetz @dijonlariqq @shotsofAlika @scarIetbitch2 But dark Phoenix wouldn’t could kill her or at least cause a draw,2021-09-29 22:12:21,Phoenix,Duelist
"@SolelyJones Damn damn i have indeed. I feel like once Jean goes Phoenix though, it’s a wrap for both sides 😂😂😂",2021-09-29 22:12:19,Phoenix,Duelist
@gazwhelanmusic Johnny Marr at the Phoenix was outstanding 🎶🎸 https://t.co/5ROiqd2WmI,2021-09-29 22:12:12,Phoenix,Duelist
Accounts Receivables Specialist - The Thunderbirds (Phoenix · AZ) https://t.co/gY9zJLzcOb,2021-09-29 22:12:03,Phoenix,Duelist
@Ze_Phoenix He played himself,2021-09-29 22:11:57,Phoenix,Duelist
"@Bolkcom_ @komradekhris @just_sumn @kissmeriver Could Wanda lose? Sure! I'm not saying otherwise. I'm saying: there is a reason Wanda decoys were made to keep the Phoenix 5 at bay. They didn't want the smoke with the Scarlet Witch. And if it came to a full-on battle, it wouldn't be the one-hit KO some JG stans think it would.",2021-09-29 22:11:55,Phoenix,Duelist
@Bulgarelli1971 Phoenix Suns,2021-09-29 22:11:50,Phoenix,Duelist
@AustinAnadu__ I just dey notice am sef. 😂,2021-09-29 22:11:36,Phoenix,Duelist
It Phoenix is on smoke I can’t lie,2021-09-29 22:11:11,Phoenix,Duelist
I love the Phoenix https://t.co/sCWRqAYtkQ,2021-09-29 22:11:06,Phoenix,Duelist
@CorporateMilano Leave when the ovation is loudest.,2021-09-29 22:11:06,Phoenix,Duelist
@Craigggggggggg1 @TruthHurtsIKno @jcalebwarren And Jean Grey wouldn’t even need to be Phoenix for her to body SW or Thanos cmon now.,2021-09-29 22:11:04,Phoenix,Duelist
@psonfanblog @Phoenix_Ranger @madhatterist @ProdigalEurope @fandom_happy @LouJanSan @Prodigalsonfan3 @cypherisk @AsliMuzik @LIgirl1969 @TessaRoct @maryisaghost @Lanz_J23 @DaniellaKatz @Fifioni2 @ysabell49255574 @_a_dreamer_19 @ProdigalSaviors @B_loves_pson @best_mate @roberta1105 @holli_h1 @WhitlyWizard @Jip_Banana @love_liberty21 @Lastminute_Sab @Adelinour_bkl @natashahipp @Erdna1978 @Kriaaaa @NHaf13 @DavidTrower12 @Tessitore16 @eukaryoticpat @supjoya @WolfMerton @AddictWythAPen @romantashas @reyhospacebitch @tinkerbrittt @prodigalbright @luci_dawn30926 @BrightwellSimp @FOXTV @warnerbrostv thirded 🥺💕 #SaveProdigalSon #ProdigalSon,2021-09-29 22:10:48,Phoenix,Duelist
S. PHOENIX  Engineer @jaylewthetruth @peoplespaparazzi @BrownBearNBA @TrayLee @Livehiphopdaily @GorillaaMamaa https://t.co/2onwmsxazv,2021-09-29 22:10:43,Phoenix,Duelist
"@AustinAnadu__ Lmaooooo

Walai, no be me cover score. Na so I save the picture 😂😂😂",2021-09-29 22:10:35,Phoenix,Duelist
"@NYCMayor Population: LA 3.9 mill, Chicago 2.9 mill, Houston 2.3 million, Phoenix 1.6 mill, Philadelphia 1.6 million. TOTAL = 12.3 million          NYC = 8.8 MILLION! Your stats are RIGGED",2021-09-29 22:10:34,Phoenix,Duelist
@phoenix_r6 Thanks dude 😊,2021-09-29 22:10:32,Phoenix,Duelist
@JackIke16 Dark Phoenix was awful....but the Magneto scene on the train was fire.,2021-09-29 22:10:30,Phoenix,Duelist
@alissa_phoenix Would love seeing you on your knees blowing me while I play with those,2021-09-29 22:10:26,Phoenix,Duelist
"@TheOnlyJDN Aw man he was hot.  Like River  Phoenix ? Fuck it’s so sad, like  never do fen and coke together? Everyone knows that, as heart rate goes up the roof.  🙈",2021-09-29 22:10:02,Phoenix,Duelist
Happy Birthday @ENEMY_N1 https://t.co/MZ0IeTULOB,2021-09-29 22:09:55,Phoenix,Duelist
@wips4days Nobody,2021-09-29 22:09:53,Phoenix,Duelist
"👨‍🏫 ⚠️ MSI TEC and Omron are hosting two (2) 1-day Machine Safety Skill-Builder Workshops in Phoenix on 10/20 &amp; 10/21. Would you like to attend? Learn more and register here: https://t.co/1d2d0EVTOz
#safety #MachineSafety #automationengineers #EnvironmentalHealthSafety https://t.co/m3DBzMtX9r",2021-09-29 22:09:41,Phoenix,Duelist
"@RosvoglouReport Yeah Logan was definitely the best, the other three were all good especially Days of Future Past. Lol yeah Dark Phoenix was bad",2021-09-29 22:09:36,Phoenix,Duelist
"￼ join us this Sunday￼ at The Rock 🙌
￼ As we raise money for the Phoenix Pride scholarship ￼🏳️‍🌈🏳️‍⚧️ https://t.co/QOANLKn4am",2021-09-29 22:09:05,Phoenix,Duelist
"@KyleAdams____ Enjoyed my tenure at the Univ of Phoenix. A meaningful education that was applicable, better than any education at public universities attended. No Univ. paid attention to the non-trad student. Do not undermine my education &amp; us proud, hard-working Americans. https://t.co/USCYWbKhkf",2021-09-29 22:09:02,Phoenix,Duelist
@dennishegstad Been using them out of Phoenix for a while. Game changer,2021-09-29 22:08:56,Phoenix,Duelist
@doitgrip @young_boyr Scarlet witch v Dark Phoenix is the fight scene we need.,2021-09-29 22:08:36,Phoenix,Duelist
"I have finished art of the leader of the Unitary State of Titan: Frederick Saarland

Kaiser Saarland's armor was created out of the stolen energy from one of the last phoenixes in existence named Kirya Ki'Ravaka. With the powers of a phoenix infused, it grants him a lot of power. https://t.co/nKVcYc5sji",2021-09-29 22:08:27,Phoenix,Duelist
"Phoenix+
Chula+
LA+
Vegas+
YEMSG =

#100

#phish",2021-09-29 22:08:09,Phoenix,Duelist
"@Blazet25 Man shutcho ""ion main the Phoenix Goat"" ass up",2021-09-29 22:07:56,Phoenix,Duelist
@LEGACYDEFEND [Phoenix would love to take his hand. He's real close. Reeaaal close. But chickens out.],2021-09-29 22:07:39,Phoenix,Duelist
"The Storm's season came to a sudden end with Sunday's single-elimination loss to Phoenix. And while it didn't end as expected, the Storm had plenty to celebrate in 2021. https://t.co/vJzVWr9P3Q",2021-09-29 22:07:36,Phoenix,Duelist
"Implementation Specialist
Phoenix, AZ      #Epijobs 
https://t.co/dGB6EG0sns",2021-09-29 22:07:33,Phoenix,Duelist
"Last 2 nights have been GREAT if you’ve faded @RamirezDevin “locks” of the day. 

However… he’s taken a hiatus from the MLB and cooked up a 2-team parlay on this WILD #WNBA Wednesday🧑🏻‍🍳: 

🏀Connecticut Suns -4 1H 
🏀Phoenix Mercury +6.5 

#WatchMeWork

-pick by D💰 (0-2) https://t.co/3JQVWonzRF",2021-09-29 22:07:30,Phoenix,Duelist
@GameManiaNLD Phoenix Wright: Ace Attorney - Trials and Tribulations (the sweater) https://t.co/9PHvCBb0TM,2021-09-29 22:07:22,Phoenix,Duelist
"@TLGAtiena “Hmm, that’s impossible when I love you more.”

Phoenix sits down looking around not aware of what his wife was planning.",2021-09-29 22:07:20,Phoenix,Duelist
Do not be that guy $MOVR Moonsamas https://t.co/HrnSVeglAx,2021-09-29 22:07:13,Phoenix,Duelist
"@nft_phoenix The auction ends in one day.
Chain: Ethereum
App: OpenSea
Type: Auction
Minimum Price: 0.01 ETH
Synopsis: Skyfire #1, A beautiful sunset 🌅 
https://t.co/Ue058yYtDo 

#NFTCommmunity #OpenSeaNFT #Arts #nature #NFTs #photography #naturephotography #nftcollectors #wallpapers",2021-09-29 22:07:07,Phoenix,Duelist
"The Hylton Hangout is selling long sleeve t-shirts and joggers, #PhoenixFam!  Place your order at the link below and you'll receive an invoice to pay online.  You can also order at the hangout before school or in room 607.
https://t.co/KGk6KPnqB4 https://t.co/CkhfNz9a8i",2021-09-29 22:06:44,Phoenix,Duelist
I’d pay to watch Phoenix vs Wanda though 🔥🔥,2021-09-29 22:06:37,Phoenix,Duelist
Has no identity out side of loving Scott and the dark Phoenix saga sadly https://t.co/L0tk3FPr6S,2021-09-29 22:06:25,Phoenix,Duelist
@gnarthis @leslieleeiii And Phoenix would waste everyone.,2021-09-29 22:06:24,Phoenix,Duelist
I just can't get with the eagerness to imagine improved scenarios for Brooklyn and LA while simultaneously assuming Atlanta and Phoenix's in-house talent won't get significantly better.,2021-09-29 22:06:20,Phoenix,Duelist
@ChinaGAP_ rise tier S junto a phoenix.,2021-09-29 22:06:19,Phoenix,Duelist
"$2.00 each or 4 for $7! Discount stacks with other 4 for 7 post! 

Phoenix Thielen/199

See pinned tweet for stack info 

@sports_sell @HobbyConnector https://t.co/17ijT4njlK",2021-09-29 22:06:06,Phoenix,Duelist
"@OhNoSheTwitnt Dr Strange: Phoenix! I've come to bargain... (repeat until done)
And Scarlet Witch would simply say no more Phoenix and poof, Phoenix is gone.",2021-09-29 22:05:54,Phoenix,Duelist
@TruthHurtsIKno @appearedhalo9 @jcalebwarren big mad cause the avengers roster includes the f4 is what it sounds like. Lots of people saying magneto or the Phoenix force would be on team x. Like above. Tell me which comic arcs don’t end in the x men fighting the phx force when phx is involved? Lol,2021-09-29 22:05:54,Phoenix,Duelist
"Love watching MY Phoenix rise! 

#Healing 
#HadThePowerAlong
#BondedForever 
🔥✨🔥 https://t.co/rNNu9ZvMoH",2021-09-29 22:05:50,Phoenix,Duelist
"One thing that struck me as I wandered around the Phoenix burbs for this story — 

Fair number of moderate R’s and Indy voters just weren’t terribly engaged. But Dems absolutely were. And many were spitting mad. 

https://t.co/cX1i0e7nfe",2021-09-29 22:05:36,Phoenix,Duelist
"If you are looking for a coaching job in the phoenix area, hit me up.  We have a head freshman job / varsity assistant position.  Last Years Freshman coach is now a Varsity Head Coach. It's all about helping players and coaches reach their dreams at Cesar Chavez. https://t.co/gbi2rob1NU",2021-09-29 22:05:33,Phoenix,Duelist
"@barswanian @KillerMartinis Thank you so much for your kindness. I’m so grateful. I don’t have much I return now, but I do have my own story of hope for anyone that needs it 🖤 

https://t.co/l2xbECHcGb",2021-09-29 22:05:32,Phoenix,Duelist
"@aarondamron1988 @NASCAR_Xfinity That's your opinion.  I bet if you researched it, more drivers and fans would rather have it somewhere other than Phoenix.  I've been to both tracks, and the races at Phoenix have been bad for 3 years or so.",2021-09-29 22:05:23,Phoenix,Duelist
@Famous_Phoenix @_c69ncer @mixeduppasha @bg_meech This thread just made my day 😆🤣,2021-09-29 22:05:13,Phoenix,Duelist
"Celebrate National Coffee Day with deals and freebies at Starbucks, Dunkin' and local coffee shops in metro Phoenix. https://t.co/hok9IO7DhL",2021-09-29 22:05:12,Phoenix,Duelist
My earphones died at the gym but they’re playing Phoenix so it’s okay,2021-09-29 22:05:08,Phoenix,Duelist
"🤑💥 We have a professional and highly trained team to meet each goal set in an exceptional way. Schedule an appointment with the Phoenix Team! 📈💻

📞 201-749-0440 
🌐 https://t.co/iNOwcAW3Go  
#Marketing #RedesSociales #SocialMedia https://t.co/8D4uXHASB4 https://t.co/9kgNgjkpHY",2021-09-29 22:05:01,Phoenix,Duelist
"Bus Route Cancellations for Thursday, Sept. 30.
Bus #16: Loy Norrix, Linden Grove, Northeastern
Bus #28: Maple Street/Phoenix a.m., Linden Grove, Prairie Ridge
Bus #57: Kalamazoo Central, Linden Grove, Arcadia
Bus #79: Milwood Magnet, Winchell https://t.co/zw8B4EjuKU",2021-09-29 22:05:00,Phoenix,Duelist
"I went from Northern California all the way to L.A., Phoenix, Arizona, Philadelphia, Phoenix, Arizona",2021-09-29 22:04:51,Phoenix,Duelist
